i	arc	where	status	verdict	note	quote
1727	B595_dictionary	DICTIONARY.md row 7 / FINDINGS.md D4	LEAD	STANDS	B650 later proves it at the linear level: the exact Sylvester solve gives T=0 uniquely (no nonzero monodromy-equivariant linear map)	no functorial monodromy-equivariant map is constructed; the gradings differ (B586). The hearing law's classical reading is a correspondence, not a theorem.
1728	B595_dictionary	DICTIONARY.md row 4 / FINDINGS.md D3	LEAD	CONSISTENT		the w != +-1 Weil conductors have NO manifold realization — the dictionary's precise edge
1730	B597_d1_dictionary	implied by D4/L85 registration language carried over from B595 (not verbatim in this arc's own files, cross-referenced)	UNSWEEPABLE	CONSISTENT		No candidate map... exists in the bank
1732	B598_l85_campaign	P1_ERRATUM.md:44	REGISTRY_ECHO	REGISTRY_ECHO	hits only in index/ledger/verifier-table files (registry_split.py, part 5)	The finite-t existence of the chiral play is NOT independently certified in-repo
1733	B599_selection_rule	FINDINGS.md 'The algebraic face — RELAYED-PENDING (not banked)'	REGISTRY_ECHO	REGISTRY_ECHO	hits only in index/ledger/verifier-table files (registry_split.py, part 5)	Chat-2's algebraic proof cites their in-session artifacts (route_exact.json, r4b_extraction.py; ...) produced during their sandbox outage and NOT present in this repository. Per verify-don't-trust these are registered as claims awaiting either their artifact delivery or in-repo recomputation
1735	B599_selection_rule	FINDINGS.md 'B599-ALG' section	LEAD	CONSISTENT		Item 4 (the frozen 20-word tables) is one TESTW extension away — queued (chat-2's sandbox or a later slot here).
1736	B600_level_ladder	frontier/B600_level_ladder/packet/FINDINGS.md:36	UNSWEEPABLE	CONSISTENT	B600 own level ladder is the first level-4 object	nothing in the corpus had level 4
1738	B600_level_ladder	frontier/B600_level_ladder/packet/LIT_GATE.md:15	LEAD	CONSISTENT		No published evaluation for any exceptional G exists.
1740	B600_level_ladder	frontier/B600_level_ladder/packet/LIT_GATE.md:18	REGISTRY_ECHO	REGISTRY_ECHO	hits only in index/ledger/verifier-table files (registry_split.py, part 5)	No table or closed form for E₆ found — our exact per-level ord(T) values are computed, not citable.
1743	B604_rosetta_blocks	frontier/B604_rosetta_blocks/FINDINGS.md:1	LEAD	CONSISTENT		the pair-to-block assignment DOES NOT EXIST
1744	B604_rosetta_blocks	frontier/B604_rosetta_blocks/FINDINGS.md:28-29	LEAD	CONSISTENT		"Chat-1's ask — ""which pair goes to V₈ and which to V₁₆"" — has no answer because no assignment exists"
1745	B606_norm_bridge	frontier/B606_norm_bridge/FINDINGS.md:44-45	LEAD	CONSISTENT		The naive torsion-power normalization route closes negative
1746	B606_norm_bridge	frontier/B606_norm_bridge/NORM_FORM_PREREG.md (implicit framing of NF-1 as genuinely new; not a verbatim 'never computed' sentence but registers novelty)	UNSWEEPABLE	CONSISTENT	prereg statement; B606 is the cell that computes the norm	N_{K/Q}(c4) = 4N4^2 ... has never been computed
1747	B607_charge_table	frontier/B607_charge_table/FINDINGS.md:30-31	REGISTRY_ECHO	REGISTRY_ECHO	hits only in index/ledger/verifier-table files (registry_split.py, part 5)	the θ-odd (hearing) sector admits NO subsystem/coset grading anywhere except the two extremal spinor tips
1749	B608_rosetta_gsm	frontier/B608_rosetta_gsm/FINDINGS.md:45	LEAD	CONSISTENT		the Rosetta Stone exists only in MIXED form
1750	B609_sealed_values	frontier/B609_sealed_values/B609_PREREG.md:57-58	REGISTRY_ECHO	REGISTRY_ECHO	hits only in index/ledger/verifier-table files (registry_split.py, part 5)	the Killing-class fractions have NEVER been computed (E1 is genuinely new)
1751	B609_sealed_values	frontier/B609_sealed_values/B609_PREREG.md:59-60	LEAD	CONSISTENT		the κ=7/13 spectra are unknown (only their traces are banked...)
1753	B614_null_model	frontier/B614_null_model/NULL_MODEL_DESIGN.md (section 0)	REGISTRY_ECHO	REGISTRY_ECHO	hits only in index/ledger/verifier-table files (registry_split.py, part 5)	No comparison is computed in this arc; the comparison runs once, mechanically, in the next arc, only after seat 4 approves or amends this design.
1755	B615_comparison	frontier/B615_comparison/FINDINGS.md (Disclosure item 2)	LEAD	CONSISTENT		The measured targets are PDG 2024 central values recorded from the assistant seat's knowledge (flagged in the script header).
1757	B624_observable_bridge	frontier/B624_observable_bridge/FINDINGS.md	REGISTRY_ECHO	REGISTRY_ECHO	hits only in index/ledger/verifier-table files (registry_split.py, part 5)	Residual noted by the seat: the kappa = 28..40 generality sweep was resource-killed and is NOT claimed.
1760	B627_silver_heldout	frontier/B627_silver_heldout/cellF_full_result.md (VERDICT paragraph)	LEAD	CONSISTENT		exact closed-form identification (PSLQ against {1,x1,x1^2,x1^3} and against {1,sqrt5} bases) did NOT succeed within budget
1765	B629_interaction_values	COMPARISON_DESIGN.md §7 (referenced/anticipated by B629's framing of the one authorized comparison)	LEAD	SUPERSEDED	B631_matrix_comparison computes the matrix-level comparison (MB13 retro sweep is its own prior-art check)	no matrix-level comparison has ever been computed in this program
1766	B630_matrix_comparison_design	"COMPARISON_DESIGN.md §7 MB12 (""Non-trivial"")"	LEAD	SUPERSEDED	B631_matrix_comparison computes the matrix-level comparison (MB13 retro sweep is its own prior-art check)	no matrix-level comparison has ever been computed in this program
1767	B630_matrix_comparison_design	COMPARISON_DESIGN.md §7	REGISTRY_ECHO	REGISTRY_ECHO	hits only in index/ledger/verifier-table files (registry_split.py, part 5)	D_obs is genuinely unknown at sealing (no distance has been evaluated...)
1768	B631_matrix_comparison	"MB13_RETRO_SWEEP.md, ""What the sweep found"""	LEAD	CONSISTENT		no prior arc compared any object 3x3 moduli table to |U_PMNS|² — the held-out claim SURVIVES
1769	B631_matrix_comparison	"MB13_RETRO_SWEEP.md, ""What the sweep found"""	LEAD	CONSISTENT		No collision on the matrix-level comparison itself ... no prior arctan(1/φ) frame angle, no prior Latin-square/circulant closed form, no prior object-scale running (greps empty)
1770	B632_cubic_route	PREREGISTRATION.md, MB13 sweep section	REGISTRY_ECHO	REGISTRY_ECHO	hits only in index/ledger/verifier-table files (registry_split.py, part 5)	no arc has ever computed (i) the principal-sl2 decomposition of the 27 AS A LOCAL SYSTEM ... (ii) h¹(M; 27_ρ), (iii) the cup-product cubic texture on H¹(27)
1772	B632_cubic_route	CELL2_PREREGISTRATION.md, item 3 (Omega description)	LEAD	CONSISTENT		the 27-valued one is new; grep clean
1773	B633_b615r_integration	"DESIGN.md, ""The question"" section (re: the claim that uncertainty-awareness weakens significance, and that the result 'dissolves under NuFIT centrals' — both previously asserted, not computed)"	UNSWEEPABLE	NOISE	"self-resolving (""this cell computes it"")"	Neither statement has been a computation. This cell computes it.
1775	B635_audit_integration	referenced from B631's MB13_RETRO_SWEEP.md, restated/adjudicated in B635's item 5 discussion of the B631 structured-null	LEAD	CONSISTENT		no prior arctan(1/φ) frame angle, no prior Latin-square/circulant closed form, no prior object-scale running (greps empty)
1776	B635_audit_integration	"FINDINGS.md, ""The audit's structural verdicts"" item 1 (implicitly an absence/correction claim about where the torsion does NOT live)"	LEAD	CONSISTENT		the ℤ⊕ℤ/5 belongs to the Sol bundle M_Sol(−A₁), not to any complement double
1777	B637_corrected_cell3	PREREGISTRATION.md, MB12 section	REGISTRY_ECHO	REGISTRY_ECHO	hits only in index/ledger/verifier-table files (registry_split.py, part 5)	this seat has never run the amalgam-Fox route on any double; the 3-form at h¹ = 5 has never been computed by anyone (the audit stopped at the dimension table).
1778	B637_corrected_cell3	PREREGISTRATION.md, MB13	LEAD	CONSISTENT		MB13 (swept): no prior amalgam-Fox double computation (grep clean)
1779	B638_swap_decomposition	PREREGISTRATION.md, opening paragraph (MB13)	LEAD	CONSISTENT	B936 (cohom.py) computes a tau action on H^1 for the classification, not verified here as the double's twisted cohomology operator	the swap/deck involution of any double has never been computed as an operator on twisted cohomology anywhere in the bank (grep clean)
1780	B639_conjtheta_cubic	PREREGISTRATION.md, MB13	LEAD	CONSISTENT	no later computation of the twisted double's cubic found (B1048 does not mention it)	the cubic on the twisted double has never been computed (their stage 2 computed the 2-form on the PLAIN double; the twisted double's Λ³ is untouched)
1781	B644_mckay_comparison	FINDINGS.md, 'Honest status' section	LEAD	CONSISTENT		novelty NEEDS-SPECIALIST (prior-art not run; do not claim)
1786	B646_wave2_integration	residuals_loop/r5_locks/proposed_locks_r5.py L269-274 (NOT LOCKED section); same claim in R5_FULL_DETAIL.md #7	LEAD	CONSISTENT		"B565-T5 precedent ... B544 -- FK ground state ""Sturmian 610/610 exactly"" and ""itinerary 99.95% Sturmian"": ... No FK Hamiltonian parameters ... or itinerary-comparison method are specified precisely enough to reimplement with confidence. VERDICT: UNREPRODUCIBLE (method underspecified). No assert emitted."
1787	B646_wave2_integration	residuals_loop/r5_locks/proposed_locks_r5.py L258-267; R5_FULL_DETAIL.md #10	LEAD	CONSISTENT		B480 -- level-ratio <r> = 0.16 at N=181,301: ... no script exists for this figure anywhere in the repo ... VERDICT: UNREPRODUCIBLE-WITHIN-BUDGET. No assert emitted.
1789	B646_wave2_integration	R5_FULL_DETAIL.md L23-24	LEAD	CONSISTENT		B482 ... No single script computes the n=55/40dps limit itself (described in prose only).
1790	B646_wave2_integration	R5_FULL_DETAIL.md L61-62	LEAD	CONSISTENT		B492 ... no script (FINDINGS.md: 'Reproducer: inline').
1791	B646_wave2_integration	R5_FULL_DETAIL.md L112	REGISTRY_ECHO	REGISTRY_ECHO	hits only in index/ledger/verifier-table files (registry_split.py, part 5)	B544 ... No script in the directory.
1793	B646_wave2_integration	TRIAGE_INDEX_20260716.md, Packet 1 R5 row; PACKET_README.md L13	LEAD	CONSISTENT		two source scripts missing from disk
1794	B646_wave2_integration	next_queue/n4_receipt/FINDINGS_CC2.md L25-27	LEAD	SUPERSEDED	frontier/B645_dial_law/ARTIFACT_HASHES.txt exists on main now; PREREGISTRATION.md still absent	B645 has NO PREREGISTRATION.md / ARTIFACT_HASHES.txt (B643 has both sealed+locked; B644 has both but unlocked).
1795	B646_wave2_integration	next_queue/n4_receipt/FINDINGS_CC2.md L27-30	LEAD	CONSISTENT		B644's prereg/script hashes are asserted in FINDINGS prose only, not test-locked; agent verified them to match exactly today -- nothing catches future drift.
1796	B646_wave2_integration	FINDINGS.md L21 (re: the N2 'E6 k=4 clock = 36' mis-relay, MB13)	REGISTRY_ECHO	REGISTRY_ECHO	hits only in index/ledger/verifier-table files (registry_split.py, part 5)	OUR bank carries no contaminated clock value (searched)
1797	B651_wave3_integration	cc2_packets/loops_queue/loops_queue/d2_melody/FINDINGS_CC2.md:14	LEAD	CONSISTENT		"There is no accumulated-limit / ""song"" channel in this observable family for anything (SM constants included) to condense from."
1798	B651_wave3_integration	cc2_packets/loops_queue/loops_queue/d3_child/FINDINGS_CC2.md:9-11	LEAD	CONSISTENT		no golden volume ratio (nearest: 0.483461 vs log phi = 0.481212, off 2.2e-3 = 2200x tolerance — a MISS...); no 2 log phi geodesic; PSLQ over 18 documented combinations finds nothing.
1799	B651_wave3_integration	cc2_packets/loops_queue/loops_queue/d3_child/PRICED_LEDGER.md:45	LEAD	CONSISTENT		"to our knowledge no published ""E6 state-integral"" construction exists at all — this route may not just be expensive, it may not yet be a *defined* object in the literature."
1800	B651_wave3_integration	cc2_packets/loops_queue/loops_queue/d3_child/PRICED_LEDGER.md:62-63	LEAD	CONSISTENT		We are aware of no existing package that computes colored RT invariants for an exceptional Lie algebra at arbitrary rank/color for a general knot; this would be built from scratch.
1801	B651_wave3_integration	cc2_packets/loops_queue/loops_queue/d3_child/PRICED_LEDGER.md:81-82	LEAD	CONSISTENT		No manipulation of the banked S/T data can produce this: S and T supply only the twist/quantum-dimension bookkeeping in the surgery formula above, never the knot-colored term.
1802	B651_wave3_integration	cc2_packets/promotion_queue/promotion_queue/p0_s_verify/FINDINGS_CC2.md:25-26	LEAD	CONSISTENT		the script contains NO pslq call (stale draft text baked into a sealed artifact; seal-hygiene flag for cc)
1804	B651_wave3_integration	cc2_packets/finisher_queue/finisher_queue/f3_twisted/FINDINGS_CC2.md:10-11	LEAD	CONSISTENT		the trinification triality does not act on H1(D; 27) at class level in ANY available form — not centralizing (D5), not sigma*-twisted (this cell)
1806	B653_phase_c_probe	referenced from B654 resonance adjudication, restated in this arc's derivation lineage (not verbatim in B653's own files, but the DLR fact is cited)	LEAD	CONSISTENT		a first-pass literature search finds NO proposal of 1/(2phi) — the full lit-gate remains NEEDS-SPECIALIST before any novelty word
1807	B654_listening_synthesis	FINDINGS.md, 'THE RESONANCE ADJUDICATION'	REGISTRY_ECHO	REGISTRY_ECHO	hits only in index/ledger/verifier-table files (registry_split.py, part 5)	a first-pass literature search finds NO proposal of 1/(2phi) — the full lit-gate remains NEEDS-SPECIALIST before any novelty word
1810	B657_invariant_line	FINDINGS.md, W0a (referring to the 'dark matter candidate' label attributed to chat1's earlier, external claim)	LEAD	CONSISTENT		The label never entered the repo; it dies here in the packet.
1811	B657_invariant_line	packet/w2_silver/FINDINGS_CC2.md	LEAD	CONSISTENT		silver's persisted assets carry the principal grading but not the weight lattice, so no GUT-branching analog was computable (not needed...)
1812	B658_order4_flips	FINDINGS.md	REGISTRY_ECHO	REGISTRY_ECHO	hits only in index/ledger/verifier-table files (registry_split.py, part 5)	Inner corrections cannot rescue either class (B643's Ad(w) argument: composition multiplies the intertwiner space by rho(w), preserving (non)invertibility) — the obstruction covers both full outer classes.
1817	B659_novelty_dossier	SWEEP_RESULTS.md line 40 (C6)	REGISTRY_ECHO	REGISTRY_ECHO	hits only in index/ledger/verifier-table files (registry_split.py, part 5)	No publication in physics, music theory, or quasicrystal literature performs this identification
1824	B659_novelty_dossier	LIT_GATE_S1.md line 24 (cross-arc, cited here as it echoes the same sweep methodology)	LEAD	CONSISTENT		no verbatim 'master count' sentence was found in either review (PDF full-text extraction failed)
1825	B660_structure_campaign	FINDINGS.md lines 49-51 (S2)	LEAD	SUPERSEDED	L103 repaired: frontier/B662_successor_campaign/cellC/sigma_matrix_golden.json persisted by l103_repair.py	the GOLDEN deck-swap sigma*-matrix was computed in-flight (B638) but never persisted as an artifact -- only the silver's sigma_matrix_L.json exists (B649). Filed as L103.
1826	B660_structure_campaign	s2_run_log.txt line 71	LEAD	SUPERSEDED	L103 repaired: frontier/B662_successor_campaign/cellC/sigma_matrix_golden.json persisted by l103_repair.py	no explicit matrix for sigma* on the 5-dim H^1 is banked anywhere in B637_corrected_cell3/*.py (grep across the directory: zero hits for an explicit sigma matrix)
1827	B660_structure_campaign	s2_run_log.txt line 71	REGISTRY_ECHO	REGISTRY_ECHO	hits only in index/ledger/verifier-table files (registry_split.py, part 5)	FINDINGS.md line ~230 records only a CONJECTURED, UNPROVEN mechanism
1829	B660_structure_campaign	EXTRACT_S1B.md section 4	LEAD	GENERIC		This should be reported as an absence, not filled in from outside knowledge
