arc	source	kind	reproducible_from_committed	what	where	why
B1154_seam_y	frontier/B1154_seam_y	IMPORTED	no	codex's up-Yukawa=0 result (H^1(X,G_X)=0 forces the cup product to vanish)	FINDINGS.md and verification/discriminating_fact.txt cite it as 'on-branch codex/seat-r001, one-line claim + B774 structural cell'; the PRIMARY height-308 derivation is explicitly flagged as living at '~/oa-audit-seat/', which git reports is not a git repository	at the time this arc was banked, the load-bearing cohomological-vanishing claim rested on an off-branch, unversioned directory outside any git history; the arc explicitly does not lean on the details of that proof for its MISMATCH verdict (only on the 'kind' of obstruction, from the on-branch one-line summary + B774), which is a defensible hedge, but the underlying codex result itself was, at banking time, not independently reproducible from committed sources. Per the log, this specific debt was later paid (B1167/codex R017).
B1155_seam_a	frontier/B1155_seam_a	ASSERTED	unknown	the 'leaning MISMATCH' argument (arith-CS is finite/torsion-valued, cannot reach the real transcendental Vol)	FINDINGS.md 'Why it leans MISMATCH' section, citing B1108/OA-C1045/OA-C1002	this argument is explicitly REFUTED (2 of 3 adversarial lenses) by the very next arc in this same packet, B1156, which shows the torsion-only conclusion held only by stipulating that 'arithmetic CS' is defined to be the finite row; B1155's own FINDINGS.md was not updated to remove or qualify this now-refuted leaning
B1156_seam_a_gate2	frontier/B1156_seam_a_gate2	ASSERTED	unknown	the refutation of the a-priori torsion-only MISMATCH (2 of 3 adversarial lenses; Artin-Verdier truncation argument)	verification/floor_adjudication.txt (not individually re-read line by line beyond the FINDINGS.md summary)	this is a mathematical/literature argument (about Arakelov-compactified arithmetic CS carrying a real archimedean summand) rather than a standalone computation; FINDINGS.md summarizes the adjudication process (10 agents, adversarial refuters) but the underlying mathematical claim about Artin-Verdier duality and Arakelov compactification is not independently checked by this seat, only its process/provenance is documented
B1156_seam_a_gate2	frontier/B1156_seam_a_gate2	IMPORTED	no	codex's finite-place datum (order-6 torsion phase exp(2pi i/6))	off-branch per FINDINGS.md, same provenance-debt pattern as B1154/B1155	explicitly flagged in the arc's own text as off-branch, not leaned on for the core refutation
B1157_dynamics_null	frontier/B1157_dynamics_null	COMPUTED	unknown	the Sym-power Ruelle factorization R_{rho(m)}(s) = prod R(s-j,sigma_j), reproduced to |diff|<=5e-18	FINDINGS.md, 'bank-grade' bullet	credited to cc3 (B8142) and stated as independently re-derived two ways by this seat, but the specific script for that numeric reproduction was not among the files read in this pass
B1158_cloud_wave2_harvest	frontier/B1158_cloud_wave2_harvest	COMPUTED	unknown	Habiro zeta_3 germ coherence mechanism (coherence <=> p^r = 1 mod 3, transports uniformly)	FINDINGS.md item 3 and harvest_checks.txt	the printed splitting-behavior table (p=5 inert f=2, p=7 split g=2, etc.) is in the committed harvest_checks.txt, but per the arc's own later addendum (R016) the universal claim ('at every level', 'transports uniformly') was checked only at p in {5,7}, r in {1,2}, Taylor order <=8 — narrower than FINDINGS.md's stated scope
B1158_cloud_wave2_harvest	frontier/B1158_cloud_wave2_harvest	IMPORTED	no	C4 exact Gaudin-law KS test on the merged spectrum, D=0.02441 (approx banked 0.02400)	FINDINGS.md item 1, credited to cloud memo 68 + codex R009 corroboration	described as reproduced by 'the harvest verifier' and corroborated by codex R009, but no committed script for the exact sine-kernel rebuild is in this arc's files (reproduce.sh explicitly states this cell 'is cited, not re-run here')
B1159_mssm_debt_ledger	main	IMPORTED	no	Height-308 SU(5) bundle cohomology (H0(Y,V)=0), Yukawa no-go chain-level evaluator	FINDINGS.md 'Provenance debt' section; b1159_results.json links.C_bundle/D_up_yukawa	explicitly 'single-homed off-branch', sage-certified elsewhere; this arc only cites/relays it, does not commit codex's certificate
B1159_mssm_debt_ledger	main	IMPORTED	no	Link C character alphabet: Pic_Q={0,2,3,4,6,8,9,10} from toric fan, zero spectrum input	FINDINGS.md Link C row; b1159_results.json	credited to WF-3 re-derivation but the underlying toric-fan computation and arXiv citation are not in this arc's committed files
B1160_hypercharge_forced	main	IMPORTED	no	Object-specific 36-assignment enumeration in the trinification frame, all SM, zero non-SM	FINDINGS.md 'Provenance + verification'; b1160_results.json	cloud's l132_trinification.py imports twisted_double.py -> check_charge_bracket, explicitly 'CITED, not re-run here'
B1161_frontier_sweep	main	COMPUTED	unknown	Free-orbit theorem: V4=Gal(H/Q) acts freely+transitively on 4 branches, no Galois-invariant selector	b1161_results.json headline_unification; FINDINGS.md	credited as 'own-run crown_p1p2.py + adversarially verified' but that script is not among this arc's committed files listed here
B1161_frontier_sweep	main	ASSERTED	no	The 'bypass door IS SEAM-A' identification (headline)	FINDINGS.md 'The deep synthesis'; arc_verdict.json claim_one_line	the arc's own later addendum (ADDENDUM_labels_R50.md) states this was graded 'CONJECTURAL-SUPPORTED, not theorem' by a cold audit because the committed headline 'reads as an identity' when only 'point at the same absence' was established
B1162_mssm_debt_closure	main	ASSERTED	no	The height-308 SU(5) bundle witness: H0(Y,V)=0, C372->C312 rank gate=312 surjective, char-0 local freeness — claimed 'SAGE-verified on-bench'	verification/witness_sage.txt; reproduce.sh	reproduce.sh does NOT run Sage or any bundle-cohomology computation — it only `cat`s the pre-existing witness_sage.txt file and asserts two substrings ('H0(V)=0', '312') are present in that static text. A stranger running reproduce.sh reproduces the text-echo, not the underlying Sage computation; no Sage script, notebook, or session log is committed in this arc's verification/ directory.
B1162_mssm_debt_closure	main	IMPORTED	no	D3 unique SM breaking chain (exactly 2 of 27 are color/weak-singlet, Y=0), D5 SUSY no-go	FINDINGS.md 'Cloud's five-debt closure' table	explicitly cited as 'cloud's stack single-homed, provenance debt,' cross-checked only by alignment, not re-run
B1163_w0_attempt	main	COMPUTED	unknown	Amphichirality-based orientation theorem: m004's symmetry group D4 (order 8), amphicheiral, forces no canonical datum can orient it	ADDENDUM_orientation_theorem.md	credited as 'own-verified, SnapPy' but the SnapPy invocation itself is not shown in this arc's committed reproduce.sh/w0_checks.txt
B1163_w0_attempt	main	COMPUTED	no	Family-wide amphichirality claims (4/14, then 14->83, then 83/83 'CHECKED')	ADDENDUM_family_wide.md, ADDENDUM_family_denominator_B8147.md	the arc's own later addenda (dated 2026-09-01) show the instrument used (SnapPy reverse_orientation()+is_isometric_to()) is orientation-blind and returns True for every manifold including known-chiral controls (m015, m016); the family-wide claims were vacuous, not genuine computations
B1164_cc_masterplan	main	ASSERTED	no	'Everything the observer supplies is archimedean' (headline title claim, §E)	FINDINGS.md title and §E section	the arc's own ADDENDUM_price_reconciliation.md, filed the same day, explicitly WITHDRAWS this exact claim ('B1164's all archimedean is withdrawn') because cc3's B8144 found a finite-place VEV closing that the census missed; the FINDINGS.md title and body text are left unedited
B1165_gravity_terminal	main	ASSERTED	no	Ablation prediction (swap m004->5_2 reproduces the whole dynamical sector, breaks only Vol=L-value)	verification/gravity_checks.txt (3)	explicitly a prediction for a future cloud ablation (ME2), 'snappy not on this path; the arithmeticity is Reid's theorem, cited' — not run in this arc
B1166_charter_attack	main	COMPUTED	unknown	CS(m004) = 0 exactly (Im complex volume = 1.8e-15, amphichirality)	FINDINGS.md, C3 section	the numeric value (1.8e-15) is quoted but this arc's own verification/reproduce.sh was not inspected in detail for the exact computation; cited as 'own-verified' consistent with B1163/B1165's numeric identity checks
B1166_charter_attack	main	COMPUTED	unknown	disc(Q(zeta12))=144=2^4*3^2, only 2,3 ramify; subfields Q(sqrt-3), Q(sqrt3), Q(sqrt-1); sqrt5 not among them	FINDINGS.md C4 section	cited as 'own-verified' factorization but not directly inspected in this pass's file sample beyond FINDINGS.md prose
B1167_seat_harvest	main	COMPUTED	unknown	C12 Wilson character arithmetic: every MSSM operator is C12-neutral at selected characters	FINDINGS.md (A) section	credited as 'independently re-derived' but the underlying script location was not directly inspected in this pass
B1167_seat_harvest	main	IMPORTED	no	up-Yukawa vanishing mu_u=0 via H1(G_Y)=0	FINDINGS.md (A) section	explicitly 'FENCED as codex's typed input... not re-derived on this bench, needs the Sage/BCDD monad line-bundle cohomology stack'
B1167_seat_harvest	main	COMPUTED	unknown	cusp shape 2sqrt3*i unique among the 14-manifold family, purely imaginary (mirror-fixed)	FINDINGS.md (B) section	later retracted for the uniqueness claim (see addendum); the orientation-blindness (purely imaginary) fact itself is untouched
B1168_c5_investigation	main	ASSERTED	no	The parity+dimension law is complete (every archimedean datum classifies)	FINDINGS.md 'Fences'	explicitly deferred as 'cloud's C6 standing check, not exhaustively proven here — hence verdict OPEN, not a closed theorem'
B1169_qualia_parity_synthesis	main	IMPORTED	no	S1 (the four self-closure probes are one bit) fully promoted to a proved theorem via the 'ONE-CLASS THEOREM' (B1183, external to this arc)	ADDENDUM_s1_promoted_B1183.md	the promotion rests on B1174 and B1183, arcs outside this batch's file set; not re-derived within B1169's own committed files
B1169_qualia_parity_synthesis	main	ASSERTED	no	The firewalled reading itself: 'qualia-awareness/choice == C5-parity == structure/observer boundary'	FINDINGS.md 'The FIREWALLED reading'	explicitly and repeatedly self-labeled 'a reading, not a theorem... belief is not a lock', with an honest speculation->calculation table listing what would be needed to promote each rung
B1170_arena_rescope	frontier/B1170_arena_rescope	ASSERTED	no	cc3's B8143 lane re-run and codex R019 byte-identical re-run	FINDINGS.md 'Verified on this bench' legs 2-3; reproduce.sh:13-20	reproduce.sh's committed script only executes leg 1; legs 2-3 are printed prose describing work done 'on this bench 2026-08-27, cited' — nothing in this arc re-executes cc3's or codex's code.
B1171_seam_harvest	frontier/B1171_seam_harvest	IMPORTED	no	cc3 B8144 orbit-theorem escape-pair mechanism; cc3 B8145 8/8 CLPW verification; cc3 B8146 precision-column negative; cloud memos 80/82 (up-Yukawa shape 6 nonzero, 810/810 family-matrix rank 2); codex R015/R016 grade/fence notes	FINDINGS.md items (1)-(5)	All five results are other seats' computations, harvested (not re-derived) into this arc; this arc's own verification/reproduce.sh does not re-execute any of them.
