arc	source	kind	reproducible_from_committed	what	where	why
B1035_shadow_library	claude/new-session-qor5up	COMPUTED	yes	227 frontier files manipulate sys.path; cyclo_engine.py has 56 importers, step0_exact_matrices.py has 46	verify.py (counts over the tree, described as 'distinct files, never match counts, with this arc's own files excluded')	A mechanical grep/import-graph count over the committed frontier/ tree; the methodology (distinct-file counting, self-exclusion) is described in the FINDINGS text and is reproducible in principle, though the full verify.py logic implementing the count was not read in its entirety.
B1035_shadow_library	claude/new-session-qor5up	COMPUTED	yes	6 of 1687 frontier files import origin_axiom (0.36%); 220 files redefine L/R/A inline and none of those import the core	verify.py	Same as above -- a grep-based count, reproducible from the committed tree.
B1035_shadow_library	claude/new-session-qor5up	COMPUTED	unknown	B930's overlap.py and B935's compose.py share a byte-identical kernel	verify.py (presumably a diff/hash comparison; not read in full)	Plausible and checkable in principle (diff the two files) but this pass did not independently confirm the byte-identical claim by diffing the actual files.
B1036_mirror_double	main	COMPUTED	yes	h1(dbl; 27) = 5 (=2+2+1), by two independent routes (MV and Fox calculus) agreeing blockwise	b1036_final.py; witnessed in b1036_final_output.txt ('[V4] h1(dbl; 27) = 5 (solo 3)')	The committed output file (b1036_final_output.txt) shows a full run trace with timestamps, per-block gate passes (G1a-G4), and the final V4 result printed directly -- this is a genuine committed witness of an actual run, not just an assertion.
B1036_mirror_double	main	COMPUTED	yes	Seam-sector symmetric support is EMPTY in every block ((0,0)/(0,1)/(1,1) all 'absent')	b1036_final_output.txt	Directly visible in the committed run-log output for all three blocks (V(16), V(8), V(0)).
B1036_mirror_double	main	COMPUTED	unknown	h1(M; ad) = 6 exactly, matching the block-count-theorem falsifier prediction	b1036_final.py / FINDINGS.md V5 (not directly visible in the truncated output.txt read)	Claimed as computed via an independent Fox pipeline on six banked adjoint blocks; the output.txt segment read did not show this specific line, so it was not directly witnessed in this pass though the FINDINGS.md text describes it as computed, not cited.
B1036_knowledge_room	claude/new-session-qor5up	COMPUTED	yes	the room holds exactly 26 K-numbered explainer files	verify.py: KFILES = glob K\d{3}_*.md over knowledge/	mechanical directory listing, reproducible from committed tree
B1036_knowledge_room	claude/new-session-qor5up	COMPUTED	yes	5 firewall breaches (LAW_MAP:149, LAW_MAP:99, SEAL_LEDGER:461, HINT_LEDGER H50, STRATEGIC_SYNTHESIS:47) cite K-entries as authority	FINDINGS.md section 2, grep-verified line refs	verify.py greps the named docs for the cited strings; a stranger can rerun the same greps
B1036_knowledge_room	claude/new-session-qor5up	COMPUTED	yes	h_top(A) = 2 log phi for A=[[2,1],[1,1]], vs a document's claimed 4 log phi	FINDINGS.md section 4; recomputed inline	elementary eigenvalue computation shown in the text, reproducible by hand or sympy
B1036_knowledge_room	claude/new-session-qor5up	ASSERTED	unknown	K021's generation-forcing headline overstates against its own section 8	K021 file, cross-referenced against THE_CLAIM/SM_SPECIFICATION_LEDGER	a textual/grading judgment about consistency between prose sections, not a numeric computation
B1037_theta_join	main	COMPUTED	yes	raw chain-level defect nonzero for triples (1,3,4),(0,2,3),(1,2,3) at 1/2 and (2,3,4) at 2/2; class-projection does not kill them	b1037_cells.py J2 loop; witness b1037_output.txt	cells.py execs B637's banked module and computes exact algebraic values (freduce/S_eval over the K coefficient ring); output log committed as plaintext, not gitignored
B1037_theta_join	main	COMPUTED	yes	J^2 = +1 exactly (scalar, involution)	b1037_cells.py J3 block; b1037_output.txt	explicit 27x27 matrix multiply over the exact field, printed and hash-verifiable
B1037_theta_join	main	IMPORTED	yes	B647's defect law reconfirmed in passing	cited via B647 FINDINGS.md text match ('THE DEFECT LAW', '2*conj(Y)')	a string-match phrase check against B647's own committed FINDINGS, not a recomputation of B647 itself
B1037_band_B100_dispositioned	claude/new-session-qor5up	COMPUTED	yes	37 debt rows in band B100-B199; 27 cluster into 7 laws, 10 standalone	verify.py checks; results.json	mechanical row count/clustering over committed DEBT_LEDGER content
B1037_band_B100_dispositioned	claude/new-session-qor5up	COMPUTED	yes	the cat map's topological entropy is 2 log phi (not 4 log phi)	results.json 'the_cat_maps_entropy_is_2_log_phi', h_top=0.9624236501192069	elementary eigenvalue computation of A=[[2,1],[1,1]]
B1037_band_B100_dispositioned	claude/new-session-qor5up	IMPORTED	unknown	B109 computes 4 log phi for the trace map's linearisation at the void, a different object	cited from B109's own FINDINGS, phrase-matched	relies on B109's own committed claim being accurately quoted, not independently rederived here
B1038_retrieval_typing	main	COMPUTED	yes	54 claim lines banking a 3+dp decimal; 23 mentioning invariance keywords; 31 at-risk (without)	b1038_verify.py v1_census()	regex scan over all frontier/*/arc_verdict.json committed files, runnable by a stranger
B1038_retrieval_typing	main	COMPUTED	yes	gauge-vocab-mention union count = 193 (a looser floor than the audit seat's 19 checks-run figure)	b1038_verify.py v2_gauge_aware_floor()	regex scan over FINDINGS.md files, deterministic and rerunnable
B1038_retrieval_typing	main	COMPUTED	yes	pi/6 row, point-of-use practice, Jarlskog note are present in TERMINOLOGY.md/PRACTICES.md/CROSSING_REQUIREMENTS.md	b1038_verify.py v3_docs_installed()	simple string-presence checks against committed docs
B1038_tower_restored	claude/new-session-qor5up	COMPUTED	yes	dimension surplus (n+1)(n+2)/2 - (n^2-1) = -(n-4)(n+1)/2, zero iff n=4	verify.py symbolic check in n; results.json	symbolic polynomial identity, checked in sympy and readable directly
B1038_tower_restored	claude/new-session-qor5up	COMPUTED	yes	Sym^a(V+1) = direct sum_{k<=a} Sym^k(V) verified for a=0..8	verify.py; results.json (13 checks, all symbolic)	explicit character/module decomposition checked functorially over GL(2), addressing B122's flagged gap
B1038_tower_restored	claude/new-session-qor5up	COMPUTED	yes	det Sym^d(M) = (det M)^{d(d+1)/2} verified against four explicit matrices, d=1..4	verify.py	direct matrix computation rather than quoting the standard formula
B1038_tower_restored	claude/new-session-qor5up	UNCLEAR	no	module-level proof for general n (beyond n=3,4)	FINDINGS.md 'Open' section, citing B122 calling it 'the prize'	explicitly stated as an open gap, not claimed as proved -- correctly flagged rather than papered over
B1039_v_valued_residual	main	COMPUTED	yes	h1(dbl;27)=5, class kinds ['seam-born','seam-born','glued','glued','glued']	b1039_cells.py double-Fox block; witness b1039_output.txt	reuses B632's cell-2 banked machinery by exec but computes the double's cohomology fresh, with a plaintext output log committed
B1039_v_valued_residual	main	COMPUTED	yes	all 15 symmetric pairs (M, Mbar, double) are exactly zero	b1039_cells.py W2/W3; b1039_output.txt full table	explicit per-pair functional evaluation printed in the witness log, each showing 'M 0 | Mbar 0 | dbl absent'
B1039_v_valued_residual	main	ASSERTED	unknown	the Mayer-Vietoris exactness argument that H1(D) has only two possible sources, making non-seam-attributable structure structurally unreachable	ADDENDUM_2026-08-12.md	a mathematical argument stated in prose (exact sequence reasoning), not itself re-verified by a script in this arc
B1039_phi_fixed_and_metallic_exponent	claude/new-session-qor5up	COMPUTED	yes	SL(2,3) (order 24) is finite with irreducible Sym^2 (algebra dim 9 of 9), refuting 'finite image => reducible' as a general implication	FINDINGS.md section 1, DEFECT 1 table	described as 'computed here, from scratch'; verify.py is SAMPLE_CODE-mode read only (not fully read) so the exact computation was not independently traced line-by-line here
B1039_phi_fixed_and_metallic_exponent	claude/new-session-qor5up	COMPUTED	yes	the Jordan matrix diag(1) + [[-1,1],[0,-1]] has spectrum {1,-1,-1}, det 1, and is not an involution	FINDINGS.md section 1, DEFECT 2	an explicit small matrix computation, easily reproducible
B1039_phi_fixed_and_metallic_exponent	claude/new-session-qor5up	COMPUTED	unknown	phi_m([A,B]) = A^m [A,B] A^-m verified by word reduction for m=1..10	FINDINGS.md section 3	verify.py only sampled (first 120 lines + grep), not read in full, so the free-group word-reduction implementation itself was not directly inspected
B1039_phi_fixed_and_metallic_exponent	claude/new-session-qor5up	COMPUTED	unknown	the sym_power instrument bug (anti-homomorphism due to direct coordinate substitution) found by its own control and fixed via M^T	FINDINGS.md self-correction section	narrated in FINDINGS as a self-caught bug; the exact diff/fix was not independently verified since verify.py (26990 bytes) was only sampled, not read whole
B1040_fl4_observer_battery	main	ASSERTED	unknown	0 of 11 decidable steps consume mu_6's Z/3 (all are Z/2-machinery or neither)	b1040_ledger.md, the 12-row table, adjudicated from cited arcs' FINDINGS text	explicitly a 'structured-reading adjudication' of banked prose from other arcs (B700, B733, B735, B766, B782), not a code computation -- no script/output file is listed among this arc's files; the classification (Z/2 vs Z/3 vs neither) per step is a textual judgment quoting each source arc's own FINDINGS sentence
B1040_fl4_observer_battery	main	IMPORTED	unknown	S3 (the geometric-characters torsor) has no template and collapses wholly under object deletion	b1040_ledger.md row S3, citing B713/B701	relies on B701's own stated thesis being accurately summarized, not independently rederived
B1040_isomonodromy_restored	claude/new-session-qor5up	COMPUTED	yes	dim = 6g-6+2n = 2 holds only at (1,1) and (0,4) (2-line exhaustive argument)	FINDINGS.md section 2(ii); verify.py	elementary Diophantine argument (3g+n=4, 2g-2+n>0) laid out fully in FINDINGS and presumably checked in verify.py
B1040_isomonodromy_restored	claude/new-session-qor5up	COMPUTED	yes	the three Vieta involutions preserve Phi symbolically in all 7 variables; composite s_y . s_x is NOT an involution	verify.py symbolic checks; results.json	symbolic sympy verification described as re-derived, not quoted
B1040_isomonodromy_restored	claude/new-session-qor5up	COMPUTED	yes	kappa = tr[A,B] = lambda + 1/lambda exactly	verify.py; FINDINGS.md section 1	algebraic identity, stated as re-derived here
B1040_isomonodromy_restored	claude/new-session-qor5up	ASSERTED	unknown	B169's P1 [exact] tag mislabels an identification (Cantat-Loray's theorem) as if the eigenvalue algebra alone proved it	FINDINGS.md section 2(i)	a grading/labeling critique of another arc's tag, a textual judgment not a computation
B1040_isomonodromy_restored	claude/new-session-qor5up	COMPUTED	unknown	Schlesinger flow max invariant drift 4.25e-10 vs non-Schlesinger control 1.63e1	FINDINGS.md section 3, re-run via B169's own reproducer	invokes B169's reproducer script rather than reimplementing; the numeric values are stated as re-measured here but the reproducer script itself lives in B169's arc, not independently re-verified in this read
B1041_theta_leg	main	COMPUTED	yes	0 of 6 coordinate-permutation dictionaries intertwine Phi (exhaustive over permutations)	b1041_cells.py V2a; b1041_output.txt	exact F2 linear algebra over a finite, exhaustively enumerated search space (itertools.permutations), with a plaintext witness log committed
