packet	path	outcome	certifies	depends_on	runtime_s	reason	evidence
D034	outside_bench/certificates/uniqueness_chain.py	PASS	Reuses twisted_double.py's exact e6/27-representation machinery (via exec of a code slice) to compute, exactly over Q, the dimension of pi1-invariant trilinears on Psi x Psi x 27 by Clebsch-Gordan counting (6615), then computes the exact nullspace dimension of the full-tensor (non-symmetrized) e6-invariants on 27x27x27 (expected/asserted =1), and verifies that unique invariant is automatically permutation-symmetric.	imports/executes a code prefix of outside_bench/certificates/twisted_double.py (shares its exact e6/27-rep construction); hardcoded expected decomposition dict for Psi|_diag-sl2 ({1:6,1/2:15,0:6}) and 27|_int weights ({1:6,0:15}), and a cited count '4' from 'memo 35' for the trinification-gauge rung (not recomputed in this script)	30		RUNG 1: dim of pi1-invariant trilinears on Psi x Psi x 27  =  6615 RUNG 3: dim of FULL-TENSOR e6-invariants on 27 x 27 x 27  =  1 the unique full-tensor invariant is automatically SYMMETRIC: True EXIT: 0
D034	outside_bench/certificates/uniqueness_test.py	PASS	Exact-integer-arithmetic (Z[omega]) census over words of length<=7 in a free-group representation: enumerates 8 candidate occupation predicates (P1..P8), checks which are admissible (select a proper nonempty subset, gate C2), groups them into equivalence classes, and separately tests stability under a hardcoded automorphism word-map phi (gate C5), reporting the preregistered two-outcome verdict as computed. No hidden dependency; runs to completion with printed exact-arithmetic verdicts, not a pass/fail assertion in the classic sense (this is an exploratory/classification certificate, and no internal assertion fails).	hardcoded matrix generators MAT for group elements a,b,A,B over Z[omega]; hardcoded automorphism word-map PHI = {'a':'a','b':'bAB','A':'A','B':'baB'} (cited as memo 108's word map); no external data files	2		DISTINCT ADMISSIBLE SETS AT C1-C4: 6 COMPETITORS to A5 (admissible, inequivalent): 5 ADMISSIBLE AND phi-STABLE: 4 candidates, 3 distinct sets A5 IS NOT UNIQUE AT C1-C4 ... UNDER C5 A5'S OWN SET DOES NOT SURVIVE — the hypothesis fails the record's own stability requirement. Filed as a refutation. EXIT: 0
D035	outside_bench/certificates/unit_trichotomy.py	PASS	Exact/symbolic number-theory facts about the record's three quadratic fields (Q(sqrt-3) has unit group mu_6 exactly, Q(sqrt5)'s fundamental unit phi has norm -1, Q(sqrt3)'s fundamental unit 2+sqrt3 has norm +1 and norm -1 is insoluble mod 3) plus an exact 2x2-matrix linear-algebra verification that X0=[[2,-3],[1,-2]] is the unique (up to sign) involution simultaneously inverting A=[[2,1],[1,1]] and M1=[[2,3],[1,2]] (det -1), with control cases for (A,A) and a Q(sqrt2) partner matrix M2. All checks are exact integer/symbolic (sympy) assertions, no numerical tolerance.	sympy; hardcoded matrices A, M1, M2 and their claimed algebraic properties (all independently verified within the script itself); no external data files or repo imports			Ran to completion, exit 0, no AssertionError. Key lines: 'Q(sqrt-3): unit group = mu_6 exactly (6 solutions...)'; 'GC-16 VERIFIED: X0 = [[2,-3],[1,-2]] is an involution, det -1...'; 'CONTROLS: (A, A) realizers carry BOTH det signs [-1, 1] (no bit...); the norm-(-1)-field partner Q(sqrt2) gives realizer det set [1] in the box (...single-signed +1: mirror inside SL2(Z), bit ABSENT)'; final line 'THE UNIT TRICHOTOMY STANDS (exact) WITH GC-16 INDEPENDENTLY VERIFIED'.
D035	outside_bench/certificates/vev_ledger.py	PASS	Exact combinatorial/rational-arithmetic classification of the 27 weight-vectors of the E6 27-representation under two Z/2 gradings (matter parity P and a holonomy-lock C27=(-1)^wt), asserting exact counts (11 P-preserving, 15 C-preserving, 5 both-preserving, all class-10/wt-0), that the E6 singlet direction has wt=-1 (breaks the lock while preserving P), a cubic-triple incidence ledger (45 triples, singlet in 5), and that the both-preserving directions are annihilated by the principal-sl2 raising operator E27.	Executes (via exec of a source slice) code from outside_bench/certificates/twisted_double.py in the same directory, which builds the E6 root system, 27-weight crystal, and rho27 representation from scratch; no external data files. All exact rational arithmetic (Fraction/sympy.Rational), no numerical tolerance.			Ran to completion, exit 0. 'stage 1 VERIFY: rho27 respects ALL 3003 Chevalley brackets: PASS'; 'stage 3: relator acts as identity on the 27: PASS'; 'FACT 1: P-preserving directions: 11 ... lock-preserving: 15; BOTH: 5 (all class {\'10\'}, wt {0})'; 'FACT 2: the E6 singlet has wt = -1: P(+) preserved, lock C(-) BROKEN'; 'FACT 4: E27 annihilates all 5 both-preserving directions (bridge-singlets): True'. No AssertionError raised.
D035	outside_bench/certificates/vol_basis_extended.py	CANNOT_RUN	(Library/builder module, not a self-contained certificate) Assembles a fixed high-precision (mpmath) regulator/constant basis — L-values, zeta values, pi/sqrt3/sqrt5/logphi, and the hyperbolic volume Vol(m004) computed from the Bloch-Wigner dilogarithm — by calling regulators.compute_all(); its __main__ block just prints the pruned basis sizes and values with no assertions of its own beyond what regulators.compute_all() does internally.	import regulators as regmod — a module that lives only at frontier/B1137_regulator_probe/regulators.py in this worktree, not in outside_bench or the worktree root, and not on the PYTHONPATH specified for this run		ModuleNotFoundError: No module named 'regulators' (module only present under frontier/B1137_regulator_probe/, not importable with PYTHONPATH=<worktree>:<worktree>/outside_bench)	"Traceback (most recent call last):   File "".../outside_bench/certificates/vol_basis_extended.py"", line 5, in <module>     import regulators as regmod ModuleNotFoundError: No module named 'regulators'"
D035	outside_bench/certificates/vol_basis_probe.py	TIMEOUT	Numerical (mpmath, high precision, PSLQ-based) integer-relation search: re-derives B1137's regulator-probe machinery from a pinned git commit, extends the pruned regulator basis with the object's own Vol(m004) (computed from the dilogarithm, not quoted), and re-runs a grid over 18 sealed B743 targets x 3 degrees x 4 PSLQ maxcoeff bounds x {control 25-entry basis, extended 28-entry basis} (432 cells total), checking whether any found PSLQ relation involves_regulator, to test reproducibility of a previously-reported (uncommitted) headline result.	Materializes B1137_regulator_probe and B743_rung1_widened directories at pinned commit 89affd5bbd4b900397af2bf3b987ff8f05f5cb80 via git archive into /tmp/oa_b1137_*, then imports basis/targets/verify from there; loads 18 sealed B743 targets and asserts their sha256 = e93efeaa132bf7c1a6e0a3a9d41a436ff03d2aea5f626a2b404a5ef8a317e101 (a hardcoded seal check); uses mpmath's pslq with maxsteps 4000 per cell.		Exceeded 600s budget: at kill time had completed only 84/216 CONTROL-mode cells (of 432 total cells across CONTROL+EXTENDED modes); each cell runs a 4-worker ProcessPoolExecutor PSLQ search at high mpmath precision (dps scaling with maxcoeff H up to 1e6), which is inherently slow	sealed targets: 18  sha256 e93efeaa132bf7c1a6e0a3a9d41a436ff03d2aea5f626a2b404a5ef8a317e101 Vol(m004) computed from Li_2 = 2.02988321281930725004240510855  === CONTROL (25-entry basis): 216 cells ===   12/216  raw=0  reg=0   24/216  raw=0  reg=0   36/216  raw=0  reg=0   48/216  raw=1  reg=0   60/216  raw=12  reg=0   72/216  raw=12  reg=0   84/216  raw=12  reg=0 [process still running the CONTROL pass (84/216 cells) after 10 minutes; killed at timeout, EXTENDED pass never started]
D035	outside_bench/certificates/vol_hygiene.py	CANNOT_RUN	Numerical PSLQ-based independence check (mpmath, dps=220, H=1e6): tests whether the candidate volume-derived basis directions (vol, vol_pinorm, vol_over_zetaK2, built from the Bloch-Wigner dilogarithm at pi/3) are linearly dependent on B1137's existing pruned regulator basis, printing KEEP/DROP per direction; target-free (no SM value loaded).	import basis as basismod — expects a module literally named basis.py; the only such file in this worktree is frontier/B1137_regulator_probe/basis.py, which is not on the specified PYTHONPATH (and the sibling file outside_bench/certificates/vol_basis_extended.py, despite building an equivalent basis, is not importable as 'basis')		ModuleNotFoundError: No module named 'basis' (module only present under frontier/B1137_regulator_probe/basis.py, not importable with PYTHONPATH=<worktree>:<worktree>/outside_bench)	"Traceback (most recent call last):   File "".../outside_bench/certificates/vol_hygiene.py"", line 7, in <module>     import basis as basismod ModuleNotFoundError: No module named 'basis'"
D036	outside_bench/certificates/wave2_verifier_spot_check_a6.py	PASS	Independent float64 numpy rank-check spot-check of census_distinct.py's e6 orbit-dimension computation: for three sampled characteristic-vector rows it reconstructs the e6 root/weight data via exact Fraction arithmetic, builds an sl2 triple (e,h,f), then computes rank(ad e) numerically (numpy float64, tol=1e-8) and prints orbit dim = 78-rank. Comparison is against hardcoded expected orbit dims 22/72/40 from census_distinct.py (per the file's own header note the print labels for the two columns are swapped, but the numeric values match).	outside_bench/certificates/twisted_double.py (e6 Chevalley/root-system construction, executed via exec of its stage-0..3 prefix); numpy; hardcoded expected orbit dims 22/72/40 cited from census_distinct.py (not itself run).			stage 1 VERIFY: rho27 respects ALL 3003 Chevalley brackets: PASS stage 3: relator acts as identity on the 27: PASS (0, 1, 0, 0, 0, 0) numpy rank(ad e)= 22 orbit dim (numpy)= 56 (2, 2, 2, 2, 2, 2) numpy rank(ad e)= 72 orbit dim (numpy)= 6 (0, 0, 0, 1, 0, 0) numpy rank(ad e)= 40 orbit dim (numpy)= 38 [exit code 0]
D036	outside_bench/certificates/yin_transition.py	PASS	Exact integer/rational (Fraction-pair, representing Z[omega]) verification of three claims about a Fricke-type recursion tower built from two SL2(Z[omega]) matrices: (Y1) the level-1 coordinate z_1 equals exactly -(4*omega-2) and has zero real part; (Y2) the tower (z_n,kappa_n) is non-real for exactly levels 0-1 and real for all levels 2-6 checked, verified by exact assert over the integer pair recursion; (Y3) kappa_1 = -2 exactly (matches an external cited constant).	none beyond Python's Fraction; hardcoded constants TAU=(-2,4) (cited as 'memo 100's tau') and the claim kappa=-2 is 'B496's Markov surface' (external cited results, not verified here).			exit code 0, no AssertionError; final printed lines: ... => the tower is NON-REAL for exactly levels 0 and 1, and REAL from level 2 onward. ... Gate 5 untouched. (all Y1/Y2/Y3 assert statements passed silently before these prints)
D036	outside_bench/certificates/yukawa_carrier.py	PASS	Exact (Fraction / Q(q)) rebuild of the E6 Jordan cubic invariant C on the 27 (nullspace dimension 1, 45 nonzero +-1 triples) and of the symplectic form eps on a 2-dim carrier, then exact symbolic checks that C is invariant under three specific matrices (A27,B27,U27), eps is invariant under det=1 matrices, the assembled Y=eps⊗C is invariant under two group generators (120 random-coefficient trials each, exact arithmetic), Y is exactly antisymmetric under slot exchange (sampled grid), and a selection rule (parity split of the 45 triples into {0,2} odd internal slots, none with 1 or 3).	outside_bench/certificates/twisted_double.py (e6 construction, exec'd); Python random module with fixed seed(11) for the two 120-trial spot checks (not exhaustive over the group, sampled).			C invariant under A27: True C invariant under B27: True C invariant under U27 (the beat's unipotent): True det(A2) = 1 (eps-invariance): True ... assembled Y invariant under rho_Psi(a) x rho27(a) (120 random coefficients, exact): True assembled Y invariant under rho_Psi(b) x rho27(b) (120 random coefficients, exact): True exchange antisymmetry ...: True parity split of the 45 cubic triples ...: {2: 30, 0: 15} [exit code 0, all asserts passed]
D036	outside_bench/certificates/yukawa_clock.py	PASS	Exact (Fraction) rebuild of the same e6 Jordan cubic C (as a full 270-nonzero-ordered-triple tensor) and of a diagonal sl2 triple (E,F,H) on the 54-dim carrier tensor-27, then exact checks that Y=eps⊗C is annihilated by the sl2 derivation (FACT A), that chain-adapted string bases exist with the expected 6/15/6 and 6/15 lengths (FACT B), that Y vanishes exactly on all sl2-forbidden depth blocks (FACT C) and is nonzero on all 7 allowed blocks (FACT D), and that every nonzero block has odd total chain length (FACT E) — all computed exhaustively over the constructed string basis, not cited.	outside_bench/certificates/twisted_double.py (e6 construction, exec'd); no external data files; cites memo 50's chain-count claim (6/15/6) which the script itself also re-derives and matches via assert.			FACT A: Y invariant under diagonal E: True, F: True, H (weight-zero support): True FACT B: 27 string basis verified... FACT B: Psi string basis verified: chains {3: 6, 1: 6, 2: 15} (= memo 50's 6 J3, 15 J2, 6 J1) FACT C: forbidden blocks hit: [] (expect none) FACT D: allowed blocks NOT hit: [] (expected branch: none) FACT E: every nonzero block has s1+s2+s3 ODD: True [exit code 0, all asserts passed]
D036	outside_bench/certificates/yukawa_texture.py	PASS	Exact (Fraction/sympy Rational) rebuild of the Jordan cubic C (45 triples) and of a forced hypercharge-graded Standard-Model-like roster (q,uc,dc,l,ec,Higgs doublets,exotics,neutrals) from the e6 27-dim representation, then an exact 'Y-conservation gate' (every nonzero C triple's roster hypercharges sum to zero), a full census that all 45 triples are accounted for by roster multiplet pairs, and exact counts of nonzero couplings for 8 named Yukawa-type shapes (up-type, down-type, lepton, Dirac-nu, lambda-term, exotic mass, diquark, leptoquark).	outside_bench/certificates/twisted_double.py (e6 construction, exec'd); sympy for the roster-derivation linear algebra; hardcoded target hypercharge ratios (-4,2,-3,6)/(2,-4,-3,6) used to select the physical embedding direction; cites external claim 'SEAM-Y mu_u=0' (not verified here, only contrasted).			Y-conservation gate: every nonzero C triple sums to Y=0 on the roster: PASS SECTOR TRIPLE TABLE ... total 45, expect 45 ... [table sums to 45] THE SHAPES (nonzero entries...): 1 up-type q.uc.Hu: 6 ... 8 leptoquark uc.dc.Dc: 6 THE SHARP ONE: the record's OWN up-type Yukawa shape has 6 nonzero entries. IT EXISTS... [exit code 0, all asserts passed]
